cbsa,city_name,date,venturedensity,highlyactiveventuredensity,prosperity11,prosperity19,recovery,medinc16,medinc17,medinc18,medinc19,change_medinc_1619,pct_black,pct_hisp,pct_native,pct_asian,pct_pacific,pct_white
10700,"Albertville, AL",2019q4,1.9734941,.6826339960098267,23.01096468813279,32.060707,9.0497427,39831,41104,42490,45983,6152,2.6651192,13.965476,.36489862,.59910291,.053323295,80.754471
10700,"Albertville, AL",2020q4,1.9940203,.3886489570140839,23.01096468813279,32.060707,9.0497427,39831,41104,42490,45983,6152,2.6651192,13.965476,.36489862,.59910291,.053323295,80.754471
10740,"Albuquerque, NM",2019q1,2.6575606,.5682074427604675,45.85766526084879,43.941307,-1.9163582,49711,50781,51998,54072,4361,2.2617936,49.02095,5.2625346,2.1008477,.067097314,39.196236
10740,"Albuquerque, NM",2020q1,2.6861935,.5964365601539612,45.85766526084879,43.941307,-1.9163582,49711,50781,51998,54072,4361,2.2617936,49.02095,5.2625346,2.1008477,.067097314,39.196236
10740,"Albuquerque, NM",2019q2,2.6954365,.5613751411437988,45.85766526084879,43.941307,-1.9163582,49711,50781,51998,54072,4361,2.2617936,49.02095,5.2625346,2.1008477,.067097314,39.196236
10740,"Albuquerque, NM",2020q2,2.7366359,.5812565088272095,45.85766526084879,43.941307,-1.9163582,49711,50781,51998,54072,4361,2.2617936,49.02095,5.2625346,2.1008477,.067097314,39.196236
10740,"Albuquerque, NM",2019q3,2.6929822,.5780578851699829,45.85766526084879,43.941307,-1.9163582,49711,50781,51998,54072,4361,2.2617936,49.02095,5.2625346,2.1008477,.067097314,39.196236
10740,"Albuquerque, NM",2020q3,2.7705166,.5519979000091553,45.85766526084879,43.941307,-1.9163582,49711,50781,51998,54072,4361,2.2617936,49.02095,5.2625346,2.1008477,.067097314,39.196236
10740,"Albuquerque, NM",2018q4,2.4776897,.5704774498038256,45.85766526084879,43.941307,-1.9163582,49711,50781,51998,54072,4361,2.2617936,49.02095,5.2625346,2.1008477,.067097314,39.196236
10740,"Albuquerque, NM",2019q4,2.7035735,.8665727376937866,45.85766526084879,43.941307,-1.9163582,49711,50781,51998,54072,4361,2.2617936,49.02095,5.2625346,2.1008477,.067097314,39.196236
10740,"Albuquerque, NM",2020q4,2.7449956,.4690876603126526,45.85766526084879,43.941307,-1.9163582,49711,50781,51998,54072,4361,2.2617936,49.02095,5.2625346,2.1008477,.067097314,39.196236
